月份,取值类型,科目编码,科目名称,公司名称,币种,商品大类,平台,行政组织,业务时间,借方发生额,贷方发生额,摘要,凭证号,制单人,来源类型
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,5113.23,充值平台+销售订单自营-直充,02182,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,4382.02,,充值平台+销售订单自营-直充,02182,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,第三方+得物店铺,,'2026-01-31 00:00:00,,3.3,充值平台+销售订单自营-直充,02183,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,第三方+得物店铺,,'2026-01-31 00:00:00,3.3,,充值平台+销售订单自营-直充,02183,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,38.68,充值平台+销售订单自营-卡密,02184,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,721.7,充值平台+销售订单自营-直充,02184,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,640.09,,充值平台+销售订单自营-直充,02184,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,36.56,,充值平台+销售订单自营-卡密,02184,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,2329.44,,充值平台+销售订单自营-直充,02185,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,2119.06,充值平台+销售订单自营-直充,02185,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,806.23,充值平台+销售订单自营-直充,02185,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,806.23,,充值平台+销售订单自营-直充,02185,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,4500.0,充值平台+销售订单自营-卡密,02186,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,186.6,充值平台+销售订单自营-卡密,02186,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,345.14,充值平台+销售订单自营-直充,02186,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,155.31,,充值平台+销售订单自营-卡密,02186,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,4382.17,,充值平台+销售订单自营-卡密,02186,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,372.45,充值平台+销售订单自营-直充,02186,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,329.82,,充值平台+销售订单自营-直充,02186,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,299.11,,充值平台+销售订单自营-直充,02186,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,221.89,充值平台+销售订单自营-直充,02187,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,196.04,,充值平台+销售订单自营-直充,02187,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,29.53,,充值平台+销售订单自营-直充,02188,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,125.96,,充值平台+销售订单自营-卡密,02188,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,128.77,充值平台+销售订单自营-卡密,02188,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,35.38,充值平台+销售订单自营-直充,02188,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,1528.3,充值平台+寄售订单服务-直充,02189,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,11019.65,,充值平台+销售订单自营-直充,02190,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,29538.96,,充值平台+销售订单自营-直充,02190,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,6699.53,,充值平台+销售订单自营-直充,02190,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,29682.41,充值平台+销售订单自营-直充,02190,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,6890.94,充值平台+销售订单自营-直充,02190,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,11097.45,充值平台+销售订单自营-直充,02190,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,195.78,充值平台+销售订单自营-直充,02191,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,241.7,,充值平台+销售订单自营-直充,02191,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,50.0,充值平台+寄售订单服务-卡密,02192,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,29.29,充值平台+销售订单自营-卡密,02193,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,28.02,,充值平台+销售订单自营-卡密,02193,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,393.4,,充值平台+销售订单自营-直充,02194,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,18784.91,充值平台+销售订单自营-直充,02194,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,,401.89,充值平台+销售订单自营-直充,02194,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,18067.92,,充值平台+销售订单自营-直充,02194,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,46.7,充值平台+销售订单自营-直充,02195,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,727011.26,,充值平台+销售订单自营-直充,02195,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,728004.77,充值平台+销售订单自营-直充,02195,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,52.83,,充值平台+销售订单自营-直充,02195,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,44.34,充值平台+销售订单自营-直充,02195,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,178.77,,充值平台+销售订单自营-直充,02196,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,148.4,充值平台+销售订单自营-直充,02196,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,37211.32,充值平台+销售订单自营-卡密,02197,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,36914.62,,充值平台+销售订单自营-卡密,02197,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,14981.6,,充值平台+销售订单自营-卡密,02198,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,15192.92,充值平台+销售订单自营-卡密,02198,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,1445.35,充值平台+销售订单自营-直充,02199,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,56.61,,充值平台+销售订单自营-直充,02199,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,1384.55,,充值平台+销售订单自营-直充,02199,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,60.38,充值平台+销售订单自营-直充,02199,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,50.94,,充值平台+销售订单自营-直充,02200,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,51.51,充值平台+销售订单自营-直充,02200,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,141.51,,充值平台+销售订单自营-直充,02201,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,141.51,充值平台+销售订单自营-直充,02201,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,23432.26,充值平台+销售订单自营-卡密,02202,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,23254.62,,充值平台+销售订单自营-卡密,02202,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,,92.74,充值平台+寄售订单服务-直充,02202,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,101.42,充值平台+寄售订单服务-卡密,02203,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,4568.6,充值平台+销售订单自营-直充,02203,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,4015.41,,充值平台+销售订单自营-直充,02203,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,285.28,充值平台+销售订单自营-直充,02204,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,2208.12,充值平台+销售订单自营-直充,02204,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,283.77,,充值平台+销售订单自营-直充,02204,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,3906.79,充值平台+销售订单自营-直充,02204,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,2114.15,,充值平台+销售订单自营-直充,02204,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,3945.09,,充值平台+销售订单自营-直充,02204,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,200.66,,充值平台+销售订单自营-直充,02205,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,213.43,充值平台+销售订单自营-直充,02205,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,1796.15,,充值平台+销售订单自营-直充,02206,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,1835.09,充值平台+销售订单自营-直充,02206,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,178.3,充值平台+销售订单自营-直充,02207,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,178.3,,充值平台+销售订单自营-直充,02207,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,8.3,,充值平台+销售订单自营-直充,02208,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,8.3,充值平台+销售订单自营-直充,02208,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,872.45,充值平台+销售订单自营-直充,02209,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,831.13,,充值平台+销售订单自营-直充,02209,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,28962.74,,充值平台+销售订单自营-直充,02210,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,,28962.74,充值平台+销售订单自营-直充,02210,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,414.34,,充值平台+销售订单自营-直充,02211,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,435.06,充值平台+销售订单自营-直充,02211,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,1714.15,,充值平台+销售订单自营-直充,02212,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,2577.74,充值平台+销售订单自营-直充,02212,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,网游,TOB,,'2026-01-31 00:00:00,,17.48,充值平台+寄售订单服务-直充,02213,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,5546.02,充值平台+销售订单自营-直充,02214,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,5297.29,,充值平台+销售订单自营-直充,02214,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,682.83,,充值平台+销售订单自营-直充,02214,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,690.09,充值平台+销售订单自营-直充,02214,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,1621.79,,充值平台+销售订单自营-直充,02215,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,1682.16,充值平台+销售订单自营-直充,02215,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,1615.84,,充值平台+销售订单自营-直充,02215,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,4470.61,充值平台+销售订单自营-直充,02215,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,3925.85,,充值平台+销售订单自营-直充,02215,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,1661.18,充值平台+销售订单自营-直充,02215,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,3.34,,充值平台+销售订单自营-直充,02216,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,3.97,充值平台+销售订单自营-直充,02216,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网游,TOB,,'2026-01-31 00:00:00,,8.02,充值平台+销售订单自营-直充,02216,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网游,TOB,,'2026-01-31 00:00:00,5.66,,充值平台+销售订单自营-直充,02216,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,通信,TOB,,'2026-01-31 00:00:00,,202.9,充值平台+寄售订单服务-直充,02217,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,0.23,充值平台+销售订单自营-直充,02218,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,370867.92,充值平台+销售订单自营-直充,02218,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,368371.7,,充值平台+销售订单自营-直充,02218,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,125.83,,充值平台+销售订单自营-直充,02219,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,154.53,充值平台+销售订单自营-直充,02219,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,46669.36,充值平台+销售订单自营-卡密,02220,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,148313.95,,充值平台+销售订单自营-卡密,02220,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,149990.92,充值平台+销售订单自营-卡密,02220,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,46134.91,,充值平台+销售订单自营-卡密,02220,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,202.08,充值平台+销售订单自营-卡密,02221,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,,9.34,充值平台+寄售订单服务-卡密,02221,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,生活服务,TOB,,'2026-01-31 00:00:00,195.85,,充值平台+销售订单自营-卡密,02221,预设用户,其它系统引入
202601,核算取值,6001.02,主营业务收入_寄售收入,西藏福禄网络科技有限公司,人民币,网游,支付宝小程序+腾讯文档支付宝小程序,,'2026-01-31 00:00:00,,75.05,充值平台+寄售订单服务-直充,02222,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,,101.23,充值平台+销售订单自营-直充,02223,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,TOB,,'2026-01-31 00:00:00,96.23,,充值平台+销售订单自营-直充,02223,预设用户,其它系统引入
202601,核算取值,6001.01.01,主营业务收入_销售收入_销售收入-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,,8033.77,充值平台+销售订单自营-直充,02223,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,卡券,TOB,,'2026-01-31 00:00:00,8018.11,,充值平台+销售订单自营-直充,02223,预设用户,其它系统引入
202601,核算取值,6401.01.01,主营业务成本_销售成本_销售成本-6%,西藏福禄网络科技有限公司,人民币,网娱,福禄开放平台,,'2026-01-31 00:00:00,-0.22,,调整自营卡密成本尾差&调整成本+9000152+6%,02230,,手工凭证
